big_demand,prob_lead_demand
8761,0.00076333618267798308
8762,0.00074640504630745592
8763,0.00072973134041134989
8596,0.0045158431470482532
8597,0.0045147868131386742
8598,0.0045131735806622393
8599,0.0045110040644386167
8600,0.0045082790753779882
8601,0.0045049996199944108
8602,0.004501166899809176
8603,0.00449678231064464
8604,0.0044918474418091728
8605,0.0044863640751737766
8606,0.0044803341841412143
8607,0.0044737599325082823
8608,0.0044666436732224485
8609,0.0044589879470334085
8610,0.0044507954810409445
8611,0.0044420691871401175
8612,0.004432812160364924
8613,0.0044230276771317989
8614,0.0044127191933842971
8615,0.0044018903426403383
8616,0.004390544933943588
8617,0.0043786869497204669
8618,0.0043663205435445027
8619,0.0043534500378096834
8620,0.0043400799213145717
8621,0.0043262148467591039
8622,0.0043118596281557951
8623,0.0042970192381575024
8624,0.0042816988053036289
8625,0.0042659036111868534
8626,0.0042496390875425743
8627,0.0042329108132631169
8628,0.0042157245113391192
8629,0.004198086045730071
8630,0.004180001418166707
8631,0.004161476764887209
8632,0.0041425183533099433
8633,0.0041231325786449885
8634,0.0041033259604469265
8635,0.0040831051391115739
8636,0.0040624768723189148
8637,0.0040414480314251685
8638,0.004020025597806137
8639,0.0039982166591549049
8640,0.003976028405736254
8641,0.0039534681266005
8642,0.0039305432057595265
8643,0.0039072611183276207
8644,0.0038836294266298603
8645,0.0038596557762807641
8646,0.0038353478922359473
8647,0.0038107135748195109
8648,0.0037857606957298704
8649,0.0037604971940268296
8650,0.0037349310721025968
8651,0.0037090703916394839
8652,0.0036829232695569977
8653,0.0036564978739511314
8654,0.0036298024200284323
8655,0.0036028451660377178
8656,0.0035756344092019157
8657,0.0035481784816529414
8658,0.003520485746372043
8659,0.0034925645931383909
8660,0.00346442343448844
8661,0.0034360707016887191
8662,0.0034075148407245169
8663,0.003378764308307091
8664,0.0033498275679017882
8665,0.0033207130857796732
8666,0.0032914293270949703
8667,0.0032619847519907916
8668,0.0032323878117354889
8669,0.0032026469448919711
8670,0.0031727705735221969
8671,0.003142767099429161
8672,0.0031126449004385405
8673,0.0030824123267221026
8674,0.0030520776971650542
8675,0.0030216492957793046
8676,0.0029911353681647186
8677,0.0029605441180202432
8678,0.0029298837037068834
8679,0.0028991622348642702
8680,0.0028683877690827645
8681,0.0028375683086326498
8682,0.0028067117972522763
8683,0.0027758261169966497
8684,0.0027449190851481084
8685,0.002713998451190545
8686,0.0026830718938486656
8687,0.0026521470181936672
