s_Q,prob_lead_lifetime
1843,0.0021676175161980896
1842,0.0022653155271901136
1841,0.0023658483344158304
1840,0.0024692088301007916
1839,0.0025753842015428757
1838,0.0026843557276991781
1837,0.0027960985859996675
1836,0.0029105816705102933
1835,0.0030277674225631344
1834,0.0031476116749604875
1833,0.003270063510843258
1832,0.00339506513829172
1831,0.0035225517816982695
1830,0.0036524515909173959
1829,0.0037846855691576267
1828,0.0039191675205336243
1827,0.0040558040181439868
1826,0.0041944943934818912
1825,0.0043351307479212219
1824,0.0044775979869510112
1823,0.0046217738777553736
1822,0.00476752913065555
1821,0.0049147275048450649
1820,0.0050632259387584991
1819,0.00521287470532018
1818,0.0053635175922202242
1817,0.0055149921072636795
1816,0.0056671297087333376
1815,0.0058197560605993473
1814,0.0059726913122989632
1813,0.0061257504026987989
1812,0.0062787433877397429
1811,0.0064314757911521428
1810,0.0065837489775167242
1809,0.00673536054683508
1808,0.0068861047496635028
1807,0.0070357729217560222
1806,0.007184153937056942
1805,0.0073310346777812722
1804,0.0074762005202231368
1803,0.0076194358348385385
1802,0.0077605244990603169
1801,0.00789925042122007
1800,0.0080353980738751656
1799,0.0081687530347688084
1798,0.0082991025335884139
1797,0.0084262360026322626
1796,0.0085499456294475962
1795,0.0086700269094643345
1794,0.00878627919661932
1793,0.0088985062499448448
1792,0.0090065167740842559
1791,0.00911012495169546
1790,0.0092091509657109671
1789,0.00930342150944096
1788,0.0093927702825330629
1787,0.00947703847083963
1786,0.0095560752082904533
1785,0.009629738018924661
1784,0.0096978932373016323
1783,0.0097604164055850977
1782,0.0098171926456783569
1781,0.0098681170048798578
1780,0.0099130947736286532
1779,0.0099520417740160821
1778,0.0099848846178543626
1777,0.010011560933213343
1776,0.010032019558463117
1775,0.010046220702991656
1774,0.010054136073902825
1773,0.010055748968139799
1772,0.010051054329622085
1771,0.010040058771129335
1770,0.010022780560812192
1769,0.0099992495733577658
1768,0.0099695072059852452
1767,0.0099336062595936237
1766,0.0098916107855292583
1765,0.0098435958985835133
1764,0.0097896475569710338
1763,0.009729862310175124
1762,0.0096643470156782731
1761,0.0095932185257225841
1760,0.0095166033453649174
1759,0.0094346372632062546
1758,0.0093474649562812935
1757,0.0092552395706942438
1756,0.0091581222796777266
1755,0.00905628182083519
1754,0.0089498940144005779
1753,0.0088391412644145354
1752,0.0087242120447710743
1751,0.00860530037213483
1750,0.0084826052677642837
1749,0.0083563302103023852
1748,0.0082266825816116763
1747,0.0080938731077367376
1746,0.0079581152970725055
1745,0.0078196248778033134
1744,0.0076786192366535685
1743,0.0075353168609582615
1742,0.00738993678601943
1741,0.0072426980496638543
1740,0.0070938191558582355
1739,0.0069435175491711042
1738,0.00679200910179613
1737,0.0066395076147702705
1736,0.0064862243349322482
1735,0.0063323674890733844
1734,0.0061781418366338376
1733,0.00602374824219399
1732,0.0058693832689031469
1731,0.0057152387938770683
1730,0.0055615016464822956
1729,0.0054083532703098425
1728,0.0052559694095237891
1727,0.0051045198201529664
1726,0.0049541680067759
1725,0.0048050709849323525
1724,0.004657379069478519
1723,0.0045112356889888258
1722,0.0043667772261951664
1721,0.0042241328843454677
1720,0.0040834245792573517
1719,0.0039447668567411378
1718,0.0038082668349683161
1717,0.0036740241712688894
1716,0.0035421310527529153
1715,0.0034126722100690028
1714,0.0032857249535355936
1713,0.0031613592308099058
1712,0.0030396377051944744
1711,0.0029206158536226848
1710,0.0028043420833125097
1709,0.0026908578660319294
1708,0.00258019788888043
1707,0.0024723902204582867
1706,0.0023674564912692744
1705,0.0022654120871826769
1704,0.0021662663547671523
1703,0.0020700228173017032
1702,0.0019766794002678521
1701,0.0018862286651316193
1700,0.0017986580502340394
1699,0.0017139501176243626
1698,0.0016320828046905266
1697,0.0015530296794666455
1696,0.0014767601985268173
1695,0.0014032399664082285
1694,0.0013324309955438911
1693,0.0012642919657261391
1692,0.0011987784821658417
1691,0.0011358433312587143
1690,0.0010754367332189737
1689,0.0010175065907912673
1688,0.00096199873330417318
1687,0.00090885715538214259
1686,0.00085802424968722661
1685,0.00080944103311696776
1684,0.00076304736594012335
1683,0.0007187821634070939
1682,0.00067658359942676476
1681,0.00063638930195567662
1680,0.00059813653979872458
1679,0.00056176240057269778
1678,0.00052720395963474945
1677,0.00049439843982700615
1676,0.00046328336193592507
1675,0.00043379668581042014
1674,0.00040587694212610505
1673,0.00037946335482410946
1672,0.00035449595429167858
1671,0.00033091568138811828
1670,0.00030866448245349263
1669,0.00028768539546877696
1668,0.00026792262756490751
1667,0.00024932162410428349
1666,0.0002318291295818318
1665,0.0002153932406136932
1664,0.00019996345130001195
1663,0.00018549069126422489
1662,0.00017192735668471906
1661,0.0001592273346458253
1660,0.00014734602114392019
1659,0.00013624033309100824
1658,0.00012586871466264323
1657,0.00011619113833953869
1656,0.00010716910099280207
1655,9.8765615361543521E-05
1654,9.0945197268756456E-05
1653,8.3673848916982374E-05
1652,7.6919038599462643E-05
1651,7.0649677155387922E-05
1650,6.4836091489586957E-05
1649,5.94499954676915E-05
1648,5.4464458487581938E-05
1647,4.9853872016884271E-05
1646,4.5593914374569234E-05
1645,4.1661514022411393E-05
1644,3.8034811619306168E-05
1643,3.4693121078326532E-05
1642,3.1616889853018511E-05
1641,2.8787658665890836E-05
1640,2.618802087842559E-05
1639,2.3801581688318632E-05
1638,2.161291732611535E-05
1637,1.9607534410020692E-05
1636,1.7771829604488181E-05
1635,1.609304971529577E-05
1634,1.455925234124536E-05
1633,1.3159267190425706E-05
1632,1.1882658157196117E-05
1631,1.0719686244714967E-05
1630,9.66127340698244E-06
1629,8.6989673740156249E-06
1628,7.8249075139444552E-06
1627,7.031791776523623E-06
1626,6.3128447538090079E-06
1625,5.6617868855513392E-06
1624,5.0728048292178268E-06
1623,4.5405230074615145E-06
1622,4.0599763393128693E-06
1621,3.6265841553602714E-06
1620,3.236125291704436E-06
1619,2.8847143525028217E-06
1618,2.5687791264479747E-06
1617,2.2850391385310833E-06
1616,2.0304853149096204E-06
1615,1.8023607356054469E-06
1614,1.5981424470855617E-06
1613,1.4155243044998626E-06
1612,1.252400811445606E-06
1611,1.1068519235738228E-06
1610,9.7712878112533953E-07
1609,8.6164033455974756E-07
1608,7.5894082679674875E-07
1607,6.6771809520268543E-07
1606,5.8678265630350346E-07
1605,5.1505753626697374E-07
1604,4.5156881045064316E-07
1603,3.9543681573721686E-07
1602,3.4586799995648248E-07
1601,3.0214737340366614E-07
1600,2.6363152829071036E-07
1599,2.2974219289255941E-07
1598,1.9996028815948779E-07
1597,1.7382045564408389E-07
1596,1.5090602672408119E-07
1595,1.3084440427715621E-07
1594,1.1330282916948147E-07
1593,9.7984505145613108E-08
1592,8.4625056943555127E-08
1591,7.2989297696873022E-08
1590,6.2868282917736847E-08
1589,5.4076629573837789E-08
1588,4.6450079972150729E-08
1587,3.9843291338211751E-08
1586,3.4127833126390712E-08
1585,2.9190375210701576E-08
1584,2.4931051183811192E-08
1583,2.1261982031471304E-08
1582,1.8105946448571694E-08
1581,1.5395185019858485E-08
1580,1.3070326402017151E-08
1579,1.1079424513638204E-08
1578,9.3770965652992534E-09
1577,7.9237525436822443E-09
1576,6.6849075016680728E-09
1575,5.6305687013439285E-09
1574,4.7346903096780682E-09
1573,3.97468895831146E-09
1572,3.331014050697851E-09
1571,2.7867672330371803E-09
1570,2.3273659415445531E-09
1569,1.9402463991121915E-09
1568,1.6146018609508394E-09
1567,1.3411523029767908E-09
1566,1.111942110200755E-09
1565,9.2016265684289336E-10
1564,7.5999697700545931E-10
1563,6.26484006122764E-10
1562,5.1540013069079007E-10
1561,4.2315601853061018E-10
1560,3.4670691558996273E-10
1559,2.8347478951337186E-10
1558,2.3128087633360454E-10
1557,1.8828734601609612E-10
1556,1.5294694651987793E-10
1555,1.2395961575488096E-10
1554,1.0023516748133378E-10
1553,8.0861261910674792E-11
1552,6.50759655609304E-11
1551,5.2244288759248274E-11
1550,4.183816397229243E-11
1549,3.3419394720960222E-11
1548,2.6625163978185728E-11
1547,2.1155743377902616E-11
1546,1.6764090944082508E-11
1545,1.3247065992377628E-11
1544,1.0438025923925798E-11
1543,8.2006013341715932E-12
1542,6.4234736669770444E-12
1541,5.0160039815226595E-12
1540,3.9045826528169521E-12
1539,3.0295883456582874E-12
1538,2.3428607022344236E-12
1537,1.8056051493750279E-12
1536,1.386660317997444E-12
1535,1.0610690031130246E-12
1534,8.0890258214275678E-13
1533,6.1429653425261093E-13
1532,4.6466132576117774E-13
1531,3.5003858984680473E-13
1530,2.6257735964457593E-13
1529,1.9610922426363045E-13
1528,1.4580476570229498E-13
1527,1.0789658745445666E-13
1526,7.9456738359283572E-14
1525,5.8218433904015818E-14
1524,4.2433739153681171E-14
1523,3.0760352583007487E-14
1522,2.217186145928771E-14
1521,1.5886864304911579E-14
1520,1.1313206404934342E-14
1519,8.0042778271423486E-15
1518,5.6249035315705121E-15
1517,3.9248319509051768E-15
1516,2.718219011094862E-15
1515,1.867823425246664E-15
1514,1.2728884859189111E-15
1513,8.5989582676390372E-16
1512,5.7554639743504175E-16
1511,3.8146045690877464E-16
1510,2.5019779804952386E-16
1509,1.6228670714622657E-16
1508,1.0401950882056126E-16
1507,6.5827392985985948E-17
1506,4.1090398010420463E-17
1505,2.5272251968591641E-17
1504,1.5296143495755151E-17
1503,9.0979418088990954E-18
1502,5.3091546449992096E-18
1501,3.0340037268079484E-18
1500,1.6942117340554812E-18
1499,9.2207209346098319E-19
1498,4.87620598570898E-19
1497,2.4964640410649937E-19
1496,1.2318364308605032E-19
1495,5.8259075204148928E-20
1494,2.622602538585801E-20
1493,1.1136993586293887E-20
1492,4.4088815903708881E-21
1491,1.601001090830263E-21
1490,5.2112599480535048E-22
1489,1.4683469916547487E-22
1488,3.3810034628527353E-23
1487,5.7022147200232061E-24
1486,5.3363855278097653E-25
2067,7.8425071861098036E-25
2066,8.2256837569242684E-24
2065,4.788919727257459E-23
2064,2.0427976407112224E-22
2063,7.1233401679426352E-22
2062,2.1508731792482805E-21
2061,5.8233122914740761E-21
2060,1.4466471037465796E-20
2059,3.3512965614112469E-20
2058,7.3258953278183231E-20
2057,1.5247410562274637E-19
2056,3.0425776058642294E-19
2055,5.85325210131759E-19
2054,1.0904420593266749E-18
2053,1.9744664967704789E-18
2052,3.48547954624656E-18
2051,6.0138731427261832E-18
2050,1.0164142607286759E-17
2049,1.6858643987854076E-17
2048,2.7485918811797849E-17
2047,4.4110600664133695E-17
2046,6.9767703625230374E-17
2045,1.0887163248381056E-16
2044,1.6778002283914258E-16
